name,id,alamat,kota/kab,no telp,email,website,Total Dosen - 20191,Total Mhs - 20191,Total Dosen - 20192,Total Mhs - 20192,Total Dosen - 20201,Total Mhs - 20201,Total Dosen - 20202,Total Mhs - 20202,Total Dosen - 20211,Total Mhs - 20211,Total Dosen - 20212,Total Mhs - 20212,Total Dosen - 20221,Total Mhs - 20221,Total Dosen - 20222,Total Mhs - 20222
Universitas Karya Husada Semarang,QzNGNDgxRDMtNzA3Ri00QUFELUFDMjUtMDhDN0FGMjQwQUJE,,Kota Semarang,024 6724581,info@unkaha.ac.id,www.unkaha.ac.id,0,401,0,625,0,1154,0,1578,146,1851,139,1391,187,926,153,757
Institut Teknologi Sains dan Kesehatan PKU Muhammadiyah Surakarta,NkIwN0I1MzUtMDI0Qi00NTIwLUEwNDMtQzBCOTE3MjNCMTlD,,Kota Surakarta,0271734955,info@itspku.ac.id,www.itspku.ac.id,63,794,68,778,91,949,80,940,113,1397,114,1268,140,2072,114,584
Institut Islam Nahdlatul Ulama Temanggung,N0M1OURCQUUtOUJDOC00MTQyLUEzMUUtMDhBODQ3QTQ1NDgw,,Kab. Temanggung,0293 4962963,inisnu@gmail.com,inisnu.ac.id,0,400,0,400,0,628,0,629,66,926,66,843,68,904,63,902
Institut Teknologi Bisnis AAS Indonesia,QTg3NkQ1NzctMDdDMi00MjMzLTk5QkMtODY3QTg0Q0U5ODcx,,Kab. Sukoharjo,(0271) 726156,info@itbaas.ac.id,https://itbaas.ac.id,0,940,0,947,89,1321,59,1320,77,1530,84,1532,102,1440,70,1437
Institut Agama Islam Bakti Negara Tegal,QzAyRTk1MjctQkZGNy00NUQ4LTgzNzktOTRCMTBFNzkwQ0RD,,Kec. Slawi,(0283) 491277,kampus@ibntegal.ac.id,www.ibntegal.ac.id,169,997,144,834,149,1035,137,827,143,1091,138,924,161,1149,143,895
Institut Teknologi dan Bisnis Kristen Bukit Pengharapan,MDg2MkE3RjAtREI1Qi00MjcyLTkwNjMtMzk1Q0E3RjJBQzEy,,Kab. Karanganyar,081246953030,itbkbp@bukitpengharapan.ac.id,www.bukitpengharapan.ac.id,0,0,0,0,16,50,8,50,30,101,30,98,23,146,26,146
Institut Teknologi dan Bisnis Semarang,RjBDNTk1MUMtNjJEQi00MTI0LUJEMUEtREQwRUFENjFCNDk3,,Kota Semarang,024-76332621,info@itbsemarang.ac.id,itbsemarang.ac.id,0,1694,0,1548,45,1986,44,1957,56,2003,49,2002,60,2365,62,2136
Institut Teknologi Dan Sains Nahdlatul Ulama Pekalongan,MzMwNTE5RUUtMEZFQS00NDgyLUJEQkItRjYwQjFFNTBDQzFB,,Kec. Kedungwuni,0285 7831614,info@itsnupekalongan.ac.id,itsnupekalongan.ac.id,15,316,17,316,24,737,21,737,33,1194,38,1194,73,1527,73,1327
Institut Teknologi Telkom Purwokerto,Rjg0OEExMDItREFGRC00NDlELTg2M0UtODgxRkFFMjUwNTM4,Jl. D.I. Panjaitan No. 128,Kec. Purwokerto Selatan,(0281)641629,info@ittelkom-pwt.ac.id,ittelkom-pwt.ac.id,154,3287,161,3078,209,4147,199,3872,235,4651,240,4367,250,5034,242,108
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Wonosobo,NjBFQUU0NkYtQjgxOC00NUJCLThERUUtMzRDMDZBNUU0RjU4,,Kab. Wonosobo,+62895385250680,stikesmuhammadiyahwsb@gmail.com,http://stikesmuhwonosobo.ac.id/,4,38,4,36,8,45,8,46,3,65,8,63,8,82,8,81
Sekolah Tinggi Agama Islam Islamic Centre Demak,QjkzOEUyNDktOUI2Mi00NzI4LUIwQjUtQTM1QkI5MzREQ0Q0,"Jl. Diponegoro Nomor 47 Jogoloyo, Kecamatan Wonosalam, Kabupaten Demak Provinsi Jawa Tengah",Kec. Wonosalam,,,www.staiicdemak@gmail.ac.id,0,147,0,147,9,211,23,209,21,252,32,254,43,310,39,305
Sekolah Tinggi Agama Islam Syekh Jangkung,NDZCRjNDRjctOUI4Qy00QUMyLTk1QjEtNjg0RThBNjQwOEFB,,Kab. Pati,08157790081,staisyekhjangkung@gmail.com,www.staisyekhjangkung.ac.id,0,242,0,242,0,302,0,302,24,398,20,399,23,416,22,211
Sekolah Tinggi Ilmu Administrasi Madani,RDdFMDk0RTMtODYyQS00REQ2LTlGRkUtNkU1NUYyQUFDOTlE,"Jl. Pilangsari, Gondang, Kebonarum, Klaten",Kab. Klaten,0272-3352522,stiamadani@yahoo.com,www.stiamadaniklaten.ac.id,16,298,23,292,25,212,18,210,23,331,20,314,27,399,19,269
,,,,,,,0,1998,0,1631,0,1634,0,1538,0,1110,0,1078,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi AMA,OUM0RTM1NTQtQkExQi00NkQ3LUFEQjMtODAxQTA0QjI2RkEw,Jalan Diponegoro No. 39 Salatiga,Kota Salatiga,0298 321013,admin@stieama.ac.id,https://www.stieama.ac.id,70,1090,66,1091,68,1044,65,971,90,1086,72,926,80,1204,76,79
Sekolah Tinggi Ilmu Ekonomi Anindyaguna,QjJBOTM4RDItMzA2Qi00MkYzLUE1RTYtRDExM0QyOEZBRTdC,Jalan Dr Sutomo No 45 Semarang,Kota Semarang, (024) 76411082,info@stieanindyaguna.ac.id,http://www.stieanindyaguna.ac.id,9,768,10,779,12,820,11,768,11,388,11,345,11,414,11,359
,,,,,,,0,444,0,391,0,508,0,473,0,642,0,535,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,QjJDQkEzQUItQTIyRi00ODE5LUJBNjctMkMzRkZGNTNDMEJB,Jalan Letnan Jenderal Sutoyo No. 43 Cengklik Nusukan Banjarsari Surakarta,Kota Surakarta,0271 852523; 855163,admin@stie-atmabhakti.ac.id,http://stie-atmabhakti.ac.id,35,3228,31,2255,26,2582,8,2271,32,2148,26,1659,27,1663,25,19
Sekolah Tinggi Ilmu Ekonomi Bank BPD Jawa Tengah,MzFBQkM4NjAtMzdDMy00QzY5LTg3NjktRUQ1NDQzNDc5NDY4,Jl. Soekarno Hatta No. 88,Kota Semarang,024-3553834,info@stiebankbpdjateng.ac.id,www.stiebankbpdjateng.ac.id,62,1547,56,1577,60,1775,60,1538,63,1888,63,1737,61,1916,55,1987
Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,OTcyODJFRTUtQjM5Qi00NjVELUI0ODMtOUI4Qjc3OUI1NEE3,Jalan Tembalang Raya 15 ,Kota Semarang,024-76440587,admin@cendekiaku.ac.id / admin@cendekiaku.com,www.cendekiaku.ac.id,0,518,20,362,20,484,20,445,21,643,20,605,18,800,19,802
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,MTNFRjg3QjItMUQ1OC00OUVFLTk4QkUtMzY5MzBCQzdCQzA5,Jl Urip Sumoharjo No 21 A Mertasinga  Kecamatan Cilacap Utara Kabupaten Cilaca,Kab. Cilacap,0282-546600,institusi@stiemuhcilacap.ac.id,www.stiemuhcilacap.ac.id,0,472,0,369,42,349,34,275,37,277,33,269,37,294,35,222
Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,OTA2QzhFNUMtQjZBQy00ODAxLUJBOEYtQTA3MEQxMTdDOURB,Bendan Ngisor ,Kota Semarang,024-8317391,stiepari@yahoo.com,stiepari.ac.id,72,2204,73,2350,85,2904,82,2590,87,2829,80,2724,85,2533,72,2213
Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara,QzI0MDkwNzAtMDEwRi00MjBBLTkzMUItM0E1NTk4MTc1RkUz,Jalan Slamet Riyadi No 40 ,Kota Semarang,024-6735414,stiepena@yahoo.com,stiepena.ac.id,27,340,25,302,26,377,20,320,25,326,22,305,24,347,21,38
Sekolah Tinggi Ilmu Ekonomi Rajawali,QkI0QzhCQjQtNDQyNi00RjQ0LTg4REQtRDdBQUYyQTdGODAz,Jalan Gajah Mada Km 7 Bayan ,Kab. Purworejo,0275-7530123,stie.rajawali@gmail.com,www.stiera.ac.id,21,410,22,401,20,450,19,437,21,445,18,416,17,442,21,74
Sekolah Tinggi Ilmu Ekonomi Satria,NUQ0QzJDRjktNjI0OC00OTJELUE2RjMtRDhENkI2QTI2NDcz,Jl Brigjen HM Bachroen No 45 Berkoh,Kab. Banyumas,0281632938,stiesatria@gmail.com ,www.stiesatriapwt.ac.id,26,641,24,603,25,450,24,372,25,232,22,222,26,227,22,2
Sekolah Tinggi Ilmu Ekonomi Semarang,RUQzN0YxNTctMjY4OC00QTZELTk4OUEtOEI3MDNFOEQyQUJC,Jalan Menoreh Utara Raya No 11 Semarang,Kota Semarang,0248506802,officialstiesmg@gmail.com,stiesemarang.ac.id,44,3606,50,3533,67,3369,53,3281,91,3293,90,3132,87,3189,79,2797
Sekolah Tinggi Ilmu Ekonomi Studi Ekonomi Modern,QzE2NTEyOTYtNTEyMC00OUM3LUI5MzAtMDYzRjM0RDU3NTUz,,Kab. Sukoharjo,+62 813-8777-5758,stie@stekom.ac.id,http://stiestekom.ac.id/,0,115,0,115,14,236,14,203,19,848,21,828,21,1286,18,1220
Sekolah Tinggi Ilmu Ekonomi Surakarta,MjcyODc4REYtOTY1MS00OTZDLThGQ0YtOEQ2OUE5N0I4NDcw,Jl Slamet Riyadi 435-437 Makamhaji,Kab. Sukoharjo,+62271717785,bau.stiesurakarta@gmail.com, stiesurakarta.ac.id,34,2326,29,2079,33,2473,32,2318,34,2408,37,2056,35,2552,27,394
Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri,M0U5NUZFNjAtNDBGNy00MTkxLUFDRTYtNDEwNTY2MjQ0Q0FF,Jalan Tejonoto I Rt 0205 Danukusuman Serengan,Kota Surakarta,(0271) 2933215,mandiri.stas@gmail.com,www.stas.ac.id,6,259,8,250,11,268,10,232,10,316,10,271,10,344,10,338
Sekolah Tinggi Ilmu Ekonomi Tamansiswa,OUE1NjNCOTMtQzM2Mi00M0RDLTlCODUtOEEwMjVFNzk2QTYw,Jalan Mayjen Panjaitan No 29 Banjarnegara,Kab. Banjarnegara,0286-595043,stie.tamansiswa.bna@gmail.com,http://stietsbanjarnegara.ac.id,15,582,15,549,15,601,15,581,17,661,17,661,23,934,27,580
Sekolah Tinggi Ilmu Ekonomi Totalwin,M0M3MDFFN0QtMzIwMi00ODg1LUFBMzYtQTA4QUZGMzM3MTYz,"Jalan Gedongsongo Raya No. 12, Kelurahan Manyaran",Kec. Semarang Barat,024-76435132,info@stietotalwin.ac.id,stietotalwin.ac.id,53,1985,50,2032,50,2245,42,1731,47,2138,51,2104,58,2186,35,1998
Sekolah Tinggi Ilmu Ekonomi Widya Manggala,ODY2RDlCMUMtMDI5Qi00QzA0LTg1RUItMzFGMjdDMDYyMzkw,Jalan Sriwijaya No 32 & 36 Semarang,Kota Semarang,024 8311982,stiewidyamanggala@gmail.com, www.widyamanggala.ac.id,28,815,30,804,30,727,32,730,28,637,27,619,23,699,39,20
Sekolah Tinggi Ilmu Ekonomi Widya Manggalia,RkEzMjY3M0ItREVCQi00N0NELTgxNTktMTMxODg3OTBEREVD,Jl Jenderal Sudirman 165-167 ,Kab. Brebes,0283-6176255, stie.widyamanggalia@yahoo.co.id, http://www.stiewidyamanggalia.ac.id,10,329,9,304,9,271,9,262,9,246,9,244,9,241,9,84
Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya,NEI3QjZCRUMtREQ4QS00RjA1LUE1MEMtOUEwQ0FEOTlEODdE,Jalan Kutai Raya Sumber Jetis Surakarta ,Kota Surakarta,0271-716277,stie.wijayamulya.solo@gmail.com,www.stiewijayamulya.ac.id,26,329,22,366,26,453,24,389,25,374,25,351,26,408,30,363
,,,,,,,0,876,0,875,0,810,0,811,0,645,0,0,0,0,0,0
Sekolah Tinggi Ilmu Farmasi Nusaputera,RjJBN0Y5QjEtQzY4RC00REE1LTk2RTQtQUMwRkIwNDMzRTUx,,Kota Semarang,(024) 6747012,stiferasemarang@gmail.com,https://stifera.ac.id,0,529,0,538,6,689,14,688,12,580,26,580,29,435,24,434
Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi,RTE1QURFMkItRDNDMS00OUE5LUE1NkItMTMyOEMxNzE5NURC,Jl Letjen Sarwo Edie Wibowo Plamongansari,Kota Semarang,(024) 6706147 - 48,stifar_yaphar@yahoo.com,www.stifar.ac.id,83,1341,76,1320,92,1273,91,1225,103,1394,95,1309,90,1426,87,1294
Sekolah Tinggi Ilmu Kesehatan Bakti Utama Pati,ODA5MjZFQjktNUU2RC00RjJFLTg4NDYtMjU4RkE0MjA4MjY0,,Kab. Pati,(0295) 382584,info@stikesbup.ac.id,www.stikesbup.ac.id,17,118,22,118,26,171,33,156,37,335,33,284,41,656,39,470
Sekolah Tinggi Ilmu Kesehatan Bina Cipta Husada Purwokerto,NjdCRDdDMTgtQUU0Ri00NDcxLUEwQTAtRjU4QTVENkRDNDUy,Jalan Pahlawan V no.6 Tanjung Purwokerto,Kab. Banyumas,08112607131,stikes.bch@gmail.com,www.stikesbch.ac.id,18,78,17,78,35,112,33,123,36,185,40,188,53,283,55,262
Sekolah Tinggi Ilmu Kesehatan Brebes,MUMxN0Y1RjYtNTEyRS00NDk5LTlENUItNjk1REM1REEwODUz,"Jl. Jatibarang Km 8 Janegara Jatibarang Brebes Jawa Tengah Indonesia, Brebes, Jawa Barat, Indonesia 52261",Kab. Brebes,0283-6172288,info@stikesbrebes.ac.id,stikesbrebes.ac.id,7,90,15,89,38,154,22,154,23,195,25,163,37,183,32,175
Sekolah Tinggi Ilmu Kesehatan Duta Gama Klaten,MEMxNjkwNTAtNTYyOC00MUJELUI2OEUtMEMzQzFBREUwNEQw,"Jl. Solo - Jogja KM.5 Ngaran, Mlese, Ceper, Klaten",Kab. Klaten,0272-332362,dutagama_klaten@yahoo.com,https://www.stikesdutagama.ac.id/,39,345,27,407,41,290,33,328,38,373,31,415,33,261,29,224
Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,RkU0OTYwM0UtQzQwMS00MTZGLTk0RjktNjdDODYzQTkzQ0M2,Jl Kawi No.11 Semarang,Kota Semarang,024- 8412729,akabeth_semarang@yahoo.com, www.stibeth.ac.id,58,392,55,354,57,361,58,360,59,416,62,332,52,420,64,140
Sekolah Tinggi Ilmu Kesehatan Graha Mandiri Cilacap,MDEyQUUzMTYtMjE5NC00MjJCLUIzNUMtRkM5NEE0MjNDNzhF,,Kab. Cilacap,0282 534908,stikes@gmcp.ac.id,gmcp.ac.id,0,34,0,34,0,46,0,46,10,51,11,52,12,76,6,36
Sekolah Tinggi Ilmu Kesehatan Hakli,OEJFQkFFNjMtMThFOC00NzE1LTk5NTAtMDE2NTM5REVCNDU4,Jalan Dr Ismangil 27 ,Kota Semarang,024-7601844, stikeshaklismg@yahoo.co.id, www.stikeshaklismg.ac.id,20,394,31,352,33,365,35,359,29,394,36,318,34,353,32,202
Sekolah Tinggi Ilmu Kesehatan Kendal,NkM1RkYxQTAtODUyQS00MTM0LUI0OTktMTc3NjBERjJENjA0,Jalan Laut No 31 Kendal,Kab. Kendal,0294 381343,info@stikeskendal.ac.id,www.stikeskendal.ac.id,64,521,53,521,64,499,56,497,61,505,52,505,63,507,46,492
Sekolah Tinggi Ilmu Kesehatan Nasional,OUYzNDc4RjQtRDE3Mi00OUUzLTg5MDgtNDE4MkFENEU0Qjg5,"Jl Raya Solo - Baki, Kwarasan, kec. Grogol",Kec. Grogol,0271-5723399,stikesnas@stikesnas.ac.id,https://stikesnas.ac.id/,39,1526,63,1070,76,1039,76,1033,80,1128,73,1085,88,993,73,530
Sekolah Tinggi Ilmu Kesehatan Ngesti Waluyo,RUMzNEM4REItQkI3RC00NjJBLTlFRDAtMkYyQTBEREJGMzdF,,Kab. Temanggung,(0293)596374,stikes@stikesngestiwaluyoparakan.ac.id,http://stikesngestiwaluyoparakan.ac.id/,0,206,0,206,13,275,12,275,18,380,15,263,25,283,15,281
Sekolah Tinggi Ilmu Kesehatan Panti Kosala,MUQzODZCMUQtM0IxMy00OTlGLTlGNjItRTM0RDE1QTBDRkVF,,Kec. Grogol,(0271) 621313,stikespantikosala@gmail.com,www.stikespantikosala.ac.id,0,0,0,0,11,255,11,251,19,358,21,255,19,282,23,83
Sekolah Tinggi Ilmu Kesehatan Panti Wilasa,Q0VBNThENEUtMzg1Ri00MjA3LUE0QjUtMEEzREIzQ0Q0OUI3,,Kota Semarang,(024)3561513,info@stikespantiwilasa.ac.id,www.stikespantiwilasa.ac.id,13,73,10,73,14,76,14,70,25,82,17,78,14,79,17,4
Sekolah Tinggi Ilmu Kesehatan Serulingmas,NEQzM0M5RDEtRTRCRC00MTc0LUJCMDEtMkRENTUzRjQ1NEVG,,Kab. Cilacap,0282 - 695452,stikesserulingmas@yahoo.com,stikesserulingmas.ac.id,24,316,20,316,17,302,23,313,21,362,21,351,20,372,20,111
Sekolah Tinggi Ilmu Kesehatan Tujuh Belas,MEJERDZCNzEtMjlGMS00Q0UwLTk2MDMtM0IyOENDMjk2MkQ0,,Kab. Karanganyar,0271 6491717,info@stikestujuhbelas.ac.id,www.stikestujuhbelas.ac.id,15,245,13,245,16,274,17,257,19,350,18,281,17,334,16,329
Sekolah Tinggi Ilmu Komputer Yos Sudarso,MENCQ0Y2QUUtQzBEOC00Mjk2LUFERTgtMjA0RkVCNUU1OTUx,Jalan SMP 5 Karangklesem Purwokerto,Kec. Purwokerto Selatan,(0281) 6845088,stikomyos@stikomyos.ac.id,stikomyos.ac.id,37,555,36,555,40,654,32,497,40,526,35,488,38,593,28,554
Sekolah Tinggi Ilmu Komunikasi,RkI3NjkwQUEtMzMyQi00NzJGLThDNzktQjkwREY0NjU0QTI2,Jalan Pawiyatan Luhur II Bendan Duwur,Kec. Semarang Barat,024-6720571, stikom_semarang@yahoo.com, www.stikomsemarang.ac.id,12,442,11,381,9,262,8,235,6,248,6,217,10,182,11,173
Sekolah Tinggi Ilmu Pertanian Farming,MzBGMzZBQjUtNEVEQy00NUQxLUI2QTctRDEwQzk0RDE5NkZB,Jalan Pawiyatan Luhur IV15 Bendan Duwur,Kota Semarang,024-8316051-8441430,info@stipfarming.ac.id,www.stipfarming.ac.id,24,145,21,113,21,92,16,122,16,194,14,200,11,175,11,171
Sekolah Tinggi Manajemen Informatika dan Komputer AMIKOM Surakarta,QkM2MjREOTEtMURCNS00QUYxLUI1OEEtOUQwRTQ3OThCM0Yx,,Kota Surakarta,(0271) 7851507,amikomsolo@amikomsolo.ac.id,amikomsolo.ac.id,49,416,40,416,44,475,34,475,40,627,37,627,37,733,28,12
Sekolah Tinggi Manajemen Informatika dan Komputer Komputama Majenang,MkZBMjQ2NEYtNDBBRC00NjZBLUFFRjEtOTMwODBERTQwQURG,,Kab. Cilacap,02806265594,stmik.komputama.majenang@gmail.com,www.stmikkomputama.ac.id,13,235,25,235,32,374,31,355,31,499,33,500,35,520,31,519
Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Utama,QUY4NDI0QUItNjc4Ny00Q0I2LTg1QkYtOEI3MDQ2QzdFQ0M2,,Kab. Pati,08112655508,stimiktrigunautamapati@gmail.com,stmiktrigunapati.ac.id,0,0,0,0,0,0,0,0,0,11,0,18,9,27,9,18
Sekolah Tinggi Teknik Pati,NUU1NUZFQ0UtMjFGRC00QjJFLTg5NjQtNzBCMUFCQTMwQjI5,,Kec. Pati,(0295)382470,sttpati@yahoo.com,www.sttp.ac.id,12,55,15,54,21,68,20,67,19,90,17,82,18,109,19,102
Sekolah Tinggi Teknik Wiworotomo,N0Y0NzNFRkQtNTk5OS00RkIwLThDRjMtRERGQkY3NzIwRTNB,Jalan Semingkir No 1 Purwokerto ,Kab. Banyumas,(0281) 626266,akademik@stt-wiworotomo.ac.id,www.stt-wiworotomo.ac.id,35,669,37,576,37,463,33,559,38,479,35,462,36,542,34,459
Sekolah Tinggi Teknologi Ronggolawe,OEMyOUYyMUQtRDU3Qi00NjkyLTkzQkEtQTQ4NzFFRDQxNjc4,Jalan Kampus Ronggolawe Blok B No 1 Mentul,Kab. Blora,0296-422322,sttrcepu@yahoo.co.id/humas@sttrcepu.ac.id,www.sttrcepu.ac.id,53,847,46,686,52,816,50,667,60,726,55,657,64,849,56,711
Politeknik Muhammadiyah Magelang,NzA4QUVFQUMtRDBDRS00MjNELTk3NzktRTIyQkMwRUQ4Mzg4,"JL. TENTARA PELAJAR NO. 12 A, MUNTILAN KAB. MAGELANG, JAWA TENGAH",Kec. Muntilan,(0293)587151,politeknikmm@gmail.com,pmm.ac.id,21,132,16,123,23,138,17,99,20,97,17,89,23,97,17,92
Politeknik Akbara,OTMwRjc2NzAtMjk2NC00N0MyLTkzRDItQjIxOEQxMzFFODRC,,Kota Surakarta,+622718591185,office@akbara.ac.id,http://www.akbara.ac.id/,0,157,0,157,18,307,22,272,27,344,24,276,30,312,26,304
Politeknik ATMI,MEJGMDZBQUMtREFDQS00NTkzLTkwNDEtODlBQzYxM0JDMkI4,"Jl. Mojo No 1 Karangasem RT.005 RW.007 Kel. Karangasem, Kec. Laweyan, Surakarta ",Kec. Laweyan,0271-714466,politeknik@atmi.ac.id,http://www.atmi.ac.id,54,640,97,632,119,689,84,461,140,619,104,737,97,751,27,684
Politeknik Baja Tegal,RkZDQkRCNjUtNDY1Mi00MzQwLTkwRjEtNkNGNjQzRDIwQzk3,"Jl. Jend. A. Yani No. 54 Procot, Slawi, Kab. Tegal",Kec. Slawi,(0283) 6196309,poltekbaja@gmail.com,poltekbajategal.ac.id,23,157,22,158,27,259,34,253,34,289,26,244,39,345,23,264
Politeknik Balekambang Jepara,MDhGNjY4OTUtMjlCQS00RUQ0LTk3QjctRUVGNDAwMDFBOEIw,,Kec. Nalumsari,0813-2610-0974,admin@polibang.ac.id,www.polibang.ac.id,7,43,8,43,8,60,10,57,17,113,24,107,24,213,21,163
Politeknik Banjarnegara,MjRBNzBBNzMtQ0I1MC00RTdDLUI0NDEtMzQ5NDZCMjQ5OEVB,Jl Raya Madukara Km 02 Kenteng Banjarnegara ,Kab. Banjarnegara,0286-591145,humas@polibara.ac.id,www.polibara.ac.id,0,114,2,116,22,117,0,117,24,153,21,148,22,220,22,218
Politeknik Bhakti Semesta,MDZBOTYyNTctOUIzNC00RjJDLTk3MTctOEZGRjI3QkU5RDkx,,Kota Salatiga,(0298) 322388,sekretariat@bhaktisemesta.ac.id,bhaktisemesta.ac.id,0,0,0,0,0,0,0,0,12,70,11,65,13,100,11,100
Politeknik Bina Trada Semarang,MDNGNjQ4QTYtQkY2OS00RUY4LUE4N0EtMTU0REE4MkMwQzcw,,Kota Semarang,024.6725022,poltekbinatrada@gmail.com,www.polbitrada.ac.id,13,128,13,128,15,124,12,109,17,78,17,66,17,66,20,35
Politeknik Bumi Akpelni,QzE4NDAzREQtN0IyNC00MjZCLTlGRDctQUI1RThDOEMyQUFE,,Kota Semarang,0248446272,poltekbumi@akpelni.ac.id,https://poltekpelni.ac.id,28,2446,11,2436,37,1765,33,1261,38,1259,36,1272,43,895,49,980
Politeknik Harapan Bangsa Surakarta,MkY0NTVBREItQzM4Ri00RDIzLTg1RjAtRjIzMTcxRDFGQUFD,,Kota Surakarta,0271630029,surat@polhas.ac.id,polhas.ac.id,0,146,0,146,0,242,17,242,30,284,23,276,35,273,28,273
Politeknik Harapan Bersama,MTY4OTA5QTYtOEU1Qy00QUI0LThDQTYtMzc2REY0QzdFREY2,Jalan Mataram No 9 Pesurungan Lor,Kota Tegal,0283-352000,sekretariat@poltektegal.ac.id,www.poltektegal.ac.id,165,4776,152,4576,145,4391,133,4343,147,3811,146,3698,151,3315,151,1354
Politeknik Insan Husada Surakarta,MERENkZBOTAtNzYxQy00M0EwLUEwRTQtNjdDOUNBNEZDNjc2,,Kota Surakarta,(0271) 2873900,info@polinsada.ac.id,www.polinsada.ac.id,0,140,0,140,0,230,0,230,13,273,14,262,17,319,20,311
Politeknik Katolik Mangunwijaya,QjdCMUNCREUtMkNDOS00Q0FGLUI1MzQtMjQ0RTg0MUYxQjdC,Jl. Sriwijaya No. 104 ,Kota Semarang,0248442979,polteka.mangunwijaya@gmail.com,htpps://poltekamangun.ac.id,36,364,27,364,32,361,24,361,29,398,26,391,28,388,23,383
Politeknik Kesehatan Bhakti Mulia,MUQ4QzExNEMtRUI0Ri00Mzk1LUJCQ0ItNTcxMDA3NDk0M0VC, JL. RAYA SOLO - SUKOHARJO KM.09 SUKOHARJO,Kab. Sukoharjo,0271592577,poltekkesbmskh@gmail.com,www.poltekkesbhaktimulia.ac.id,25,423,21,422,23,432,21,424,23,430,22,425,27,500,26,480
Politeknik Manufaktur Ceper,MUU1NDAxNDUtQUZDNC00NzYxLUIyMDYtMkU5REU2NTE3NzlE,Batur Tegalrejo Ceper ,Kec. Ceper,(0272) 552968,polmanceper@gmail.com,www.polmanceper.ac.id,14,121,13,121,19,129,19,123,22,119,26,119,28,122,31,122
Politeknik Mitra Karya Mandiri,MjQwQzE3MjUtQ0Y1RC00MjI2LTg2QjQtMzkxMkUwNjRENkFD,Jl.Jenderal Sudirman No. 441,Kec. Ketanggungan,0283-4582001,politeknik.mitrakaryamandiri@gmail.com, www.poltekmkm-bbs.ac.id,25,136,24,143,35,231,0,233,32,323,14,320,21,376,21,219
Politeknik Piksi Ganesha Indonesia,OUU3MUNDMDMtRjVGRS00ODFFLUEyMDAtNUJBNTFCRDIzODhG,,Kab. Kebumen,0287-381116,info@politeknik-kebumen.ac.id,http://politeknik-kebumen.ac.id/,0,264,0,264,0,411,0,411,51,518,41,453,45,545,36,434
Politeknik Pratama,NEU2NzJCMTUtMjFBQy00NkRDLUJCNzctQTAwQzBBNjM2ODdG,"Jl. Raya Utama Timur No.4 Weleri , Kabupaten Kendal ",Kab. Kendal,085608924883, info@politeknik-pratama.ac.id,www.politeknik-pratama.ac.id,21,85,19,81,29,130,31,133,36,172,34,163,21,167,22,132
Politeknik Pratama Mulia,QkNFODA4RTktNDk3RS00RUNCLUJDNDItOUIwQzEyRjA0ODRB,Jalan Haryo Panular No 18 A ,Kota Surakarta,0271712637,poltek@politama.ac.id,www.politama.ac.id,102,787,88,2338,103,2586,83,673,93,850,76,585,88,707,73,577
Politeknik Purbaya,MkQ1MUZCODQtQzY1MC00NEJDLUFENUEtMzIzMzgwMjk2RjE0,Jalan Pancakarya No 1 Kajen Talang,Kab. Tegal,02834542601,info@purbaya.ac.id,www.purbaya.ac.id,14,288,14,279,18,467,12,444,14,531,16,531,13,493,9,444
,,,,,,,0,397,0,323,0,409,0,387,0,503,0,0,0,0,0,0
Politeknik Rukun Abdi Luhur,RTZENkY3QzQtODYyNy00QUU3LThBNEYtM0Q0QzdGRjIyQUEx,,Kab. Kudus,081548488881,poltekun.info@gmail.com,poltekun.ac.id,0,0,0,0,0,0,0,0,19,41,19,41,20,92,18,92
Politeknik Sawunggalih Aji,Nzc2MDlGMEItMEYwNS00Nzk2LTgyN0YtRUQ4QjEzNEVCNUFD,Jalan Wismoaji No 8 ,Kab. Purworejo,"0275-642466,3140444",info@polsa.ac.id,www.polsa.ac.id,32,321,39,318,32,409,25,419,36,335,33,319,53,314,46,162
Politeknik Stibisnis,N0NBQjRENzYtQzY4RS00OEY4LTk2NkItMDM4N0JEMDM1QUMz,Jalan Arif Rahman Hakim no.71 Kelurahan Mangkukusuma  Kecamatan Tegal Timur,Kota Tegal,0283 353800,pol.stibisnis@gmail.com,www.politeknikstibisnis.ac.id,13,553,14,538,42,634,38,303,42,305,43,288,46,264,47,81
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
